location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Winnebago, IL",Illinois,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',,"(500.0, 1000.0]","[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,4.0,'life insurance',"(50.0, 60.0]",none,own,1.0,skilled,1.0,none,yes,bad,10/1996,yes
"Cook, IL",Illinois,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',,"(2500.0, 5000.0]","[0.0, 0.01)",,4.0,'male single',none,3.0,,"(30.0, 40.0]",none,own,2.0,skilled,2.0,yes,yes,bad,10/1996,yes
"Daviess, IN",Indiana,"(-0.01, 0.01]",,'existing paid',,"(15000.0, 20000.0]","[0.0, 0.01)",1<=X<4,2.0,'male single',,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,yes,yes,bad,10/1996,yes
"Daviess, IN",Indiana,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit','new car',"(5000.0, 7500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,4.0,car,"(30.0, 40.0]",none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,1,good,10/1996,1
"Elkhart, IN",Indiana,"(-0.01, 0.01]","(24.0, 36.0]",'all paid',,"(7500.0, 10000.0]","[0.0, 0.01)",<1,3.0,'male single',guarantor,4.0,'real estate',"(30.0, 40.0]",bank,rent,2.0,skilled,2.0,yes,yes,good,10/1996,yes
"Floyd, IN",Indiana,"(-10000.0, -1000.0]","(24.0, 36.0]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,4.0,'male single',none,4.0,car,"(40.0, 50.0]",stores,own,,'high qualif/self emp/mgmt',2.0,yes,yes,good,10/1996,yes
"Lake, IN",Indiana,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,,car,,none,,2.0,skilled,1.0,yes,no,bad,10/1996,no
"Monroe, IN",Indiana,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,4.0,'life insurance',"(30.0, 40.0]",bank,own,2.0,'unskilled resident',1.0,none,yes,bad,10/1996,yes
"Noble, IN",Indiana,"(0.01, 1000.0]","(24.0, 36.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[0.01, 100.0)",1<=X<4,3.0,'male single',none,4.0,car,"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,yes,bad,10/1996,yes
"Parke, IN",Indiana,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,,none,3.0,'life insurance',"(20.0, 30.0]",none,own,2.0,skilled,1.0,yes,yes,bad,10/1996,yes
"Parke, IN",Indiana,"(-0.01, 0.01]","(24.0, 36.0]",,'used car',"(7500.0, 10000.0]","[0.0, 0.01)",,3.0,'male single',none,,car,"(30.0, 40.0]",stores,own,,'high qualif/self emp/mgmt',2.0,yes,no,good,10/1996,no
"Parke, IN",Indiana,"(-10000.0, -1000.0]","(12.0, 24.0]",,radio/tv,"(2500.0, 5000.0]","[0.01, 100.0)",<1,4.0,'female div/dep/mar',,4.0,,"(20.0, 30.0]",none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,10/1996,no
"Parke, IN",Indiana,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',,,"[0.0, 0.01)",,3.0,'female div/dep/mar',none,2.0,'life insurance',"(30.0, 40.0]",none,,1.0,skilled,1.0,none,yes,good,10/1996,yes
"St. Joseph, IN",Indiana,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,1.0,,none,4.0,'real estate',,bank,rent,1.0,'unskilled resident',1.0,none,yes,bad,10/1996,yes
"St. Joseph, IN",Indiana,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,,'co applicant',3.0,car,"(40.0, 50.0]",none,,1.0,skilled,1.0,none,no,good,10/1996,no
"Tipton, IN",Indiana,"(-10000.0, -1000.0]",,'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.01, 100.0)",>=7,2.0,'male single',guarantor,4.0,'life insurance',"(40.0, 50.0]",bank,rent,1.0,,1.0,yes,no,good,10/1996,no
"Marion, IN",Indiana,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.0, 0.01)",<1,2.0,'male div/sep',none,4.0,'real estate',"(40.0, 50.0]",none,own,2.0,skilled,1.0,yes,no,bad,10/1996,no
"Seward, KS",Kansas,"(-0.01, 0.01]",,'critical/other existing credit','used car',,"[0.0, 0.01)",>=7,2.0,'male single',none,4.0,,"(40.0, 50.0]",,,2.0,skilled,1.0,none,yes,good,10/1996,yes
"Stanton, KS",Kansas,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male mar/wid',,2.0,'real estate',"(30.0, 40.0]",none,rent,,skilled,1.0,yes,no,good,10/1996,no
"Stanton, KS",Kansas,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,,"[0.0, 0.01)",>=7,4.0,'male single',none,1.0,'real estate',"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,10/1996,yes
"Wyandotte, KS",Kansas,"(-10000.0, -1000.0]",,,radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,2.0,'male single',none,2.0,'real estate',"(10.0, 20.0]",none,rent,1.0,'high qualif/self emp/mgmt',2.0,,no,good,10/1996,no
"Anderson, KY",Kentucky,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,2.0,'male single','co applicant',2.0,'real estate',"(20.0, 30.0]",none,own,1.0,'unskilled resident',1.0,none,no,good,11/1996,no
"Barren, KY",Kentucky,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',education,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,2.0,'male mar/wid',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,yes,good,11/1996,yes
"Bell, KY",Kentucky,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously','used car',"(2500.0, 5000.0]","[0.0, 0.01)",<1,1.0,'female div/dep/mar',none,2.0,'life insurance',,none,own,2.0,'unskilled resident',1.0,none,no,good,11/1996,no
"Boone, KY",Kentucky,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,1.0,'female div/dep/mar',none,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,'unskilled resident',1.0,none,no,bad,11/1996,no
"Boone, KY",Kentucky,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,4.0,'real estate',"(30.0, 40.0]",none,own,2.0,skilled,1.0,none,no,bad,11/1996,no
"Bourbon, KY",Kentucky,"(0.01, 1000.0]",,'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",<1,2.0,,none,4.0,car,"(20.0, 30.0]",bank,,1.0,'unskilled resident',1.0,none,yes,good,11/1996,yes
"Breathitt, KY",Kentucky,"(0.01, 1000.0]","(24.0, 36.0]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,,'female div/dep/mar',none,4.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,yes,bad,11/1996,yes
"Bullitt, KY",Kentucky,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',business,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,1.0,'male div/sep',none,2.0,'real estate',"(20.0, 30.0]",none,,1.0,,1.0,yes,yes,good,11/1996,yes
"Christian, KY",Kentucky,"(-0.01, 0.01]","(12.0, 24.0]",'all paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,2.0,,"(30.0, 40.0]",none,rent,1.0,skilled,1.0,yes,yes,bad,11/1996,yes
"Clark, KY",Kentucky,"(-0.01, 0.01]","(36.0, 48.0]",'no credits/all paid',other,"(15000.0, 20000.0]","[0.0, 0.01)",1<=X<4,1.0,'female div/dep/mar',none,2.0,'life insurance',"(30.0, 40.0]",bank,own,1.0,'high qualif/self emp/mgmt',,yes,yes,good,11/1996,yes
"Daviess, KY",Kentucky,"(-0.01, 0.01]",,'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,1.0,'male single','co applicant',2.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,2.0,none,no,bad,11/1996,no
"Fayette, KY",Kentucky,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid','new car',"(12500.0, 15000.0]","[0.01, 100.0)",>=7,1.0,'male single',none,4.0,'no known property',"(60.0, 70.0]",bank,own,1.0,'high qualif/self emp/mgmt',1.0,,no,good,11/1996,no
"Harlan, KY",Kentucky,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[100.0, 500.0)",unemployed,,'male div/sep',none,1.0,'life insurance',"(30.0, 40.0]",none,own,1.0,skilled,,none,1,good,11/1996,1
"Jefferson, KY",Kentucky,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 100.0)",>=7,4.0,,none,2.0,'life insurance',"(30.0, 40.0]",none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,11/1996,yes
"Jefferson, KY",Kentucky,"(-0.01, 0.01]",,'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,2.0,'no known property',"(20.0, 30.0]",none,own,2.0,,1.0,none,no,bad,11/1996,no
"Knott, KY",Kentucky,"(-0.01, 0.01]",,'delayed previously',radio/tv,"(12500.0, 15000.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,1.0,car,"(30.0, 40.0]",none,own,1.0,,1.0,yes,no,bad,11/1996,no
"Knox, KY",Kentucky,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",<1,3.0,'female div/dep/mar',none,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,good,11/1996,yes
"Larue, KY",Kentucky,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",4<=X<7,3.0,,none,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,2.0,yes,no,bad,11/1996,no
"Logan, KY",Kentucky,"(-1000.0, -0.01]","(12.0, 24.0]",'all paid',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",<1,2.0,'male div/sep',none,1.0,'life insurance',,bank,own,1.0,skilled,1.0,yes,no,bad,11/1996,no
"Madison, KY",Kentucky,"(-1000.0, -0.01]","(0.0, 12.0]",'all paid',,"(500.0, 1000.0]","[0.01, 100.0)",<1,4.0,'male single',,2.0,car,"(40.0, 50.0]",bank,own,2.0,skilled,1.0,yes,yes,bad,11/1996,yes
"Marion, KY",Kentucky,"(-1000.0, -0.01]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,,none,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,1,good,11/1996,1
"Owen, KY",Kentucky,"(-10000.0, -1000.0]",,'existing paid','used car',"(10000.0, 12500.0]","[0.01, 100.0)",4<=X<7,4.0,'male single',none,4.0,'no known property',"(30.0, 40.0]",stores,'for free',,skilled,2.0,yes,yes,bad,11/1996,yes
"Perry, KY",Kentucky,"(-0.01, 0.01]",,'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,,'male single',none,4.0,car,"(50.0, 60.0]",none,own,,skilled,1.0,yes,yes,good,11/1996,yes
"Rockcastle, KY",Kentucky,"(-10000.0, -1000.0]","(0.0, 12.0]",'delayed previously','new car',,"[0.01, 100.0)",1<=X<4,4.0,'male single',none,2.0,'real estate',"(40.0, 50.0]",none,own,2.0,,2.0,none,no,good,11/1996,no
"Taylor, KY",Kentucky,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,,"[0.01, 100.0)",<1,4.0,'male single','co applicant',1.0,'life insurance',"(20.0, 30.0]",,,1.0,'unskilled resident',1.0,none,no,bad,11/1996,no
"Trigg, KY",Kentucky,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,,1,bad,11/1996,1
"Whitley, KY",Kentucky,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,1.0,'real estate',"(20.0, 30.0]",none,own,2.0,skilled,1.0,none,1,good,11/1996,1
"Bossier, LA",Louisiana,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit',,,"[0.0, 0.01)",>=7,4.0,'male single',none,4.0,'life insurance',"(40.0, 50.0]",none,own,,skilled,2.0,yes,no,good,11/1996,no
"Caddo, LA",Louisiana,"(-10000.0, -1000.0]",,'existing paid',,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'female div/dep/mar',,1.0,car,"(20.0, 30.0]",bank,own,1.0,skilled,1.0,none,yes,good,11/1996,yes
"Claiborne, LA",Louisiana,"(0.01, 1000.0]","(24.0, 36.0]",'delayed previously',radio/tv,"(1000.0, 2500.0]","[100.0, 500.0)",<1,,'male single',none,3.0,'no known property',"(20.0, 30.0]",,,2.0,'high qualif/self emp/mgmt',1.0,none,1,bad,11/1996,1
"Concordia, LA",Louisiana,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[0.01, 100.0)",1<=X<4,3.0,'female div/dep/mar',none,2.0,,"(20.0, 30.0]",none,,1.0,'unskilled resident',1.0,none,yes,good,12/1996,yes
"East Carroll, LA",Louisiana,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,,none,3.0,car,"(20.0, 30.0]",none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1996,yes
"Jefferson, LA",Louisiana,"(0.01, 1000.0]","(48.0, 60.0]",'existing paid',,"(5000.0, 7500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,4.0,,"(40.0, 50.0]",none,'for free',1.0,skilled,1.0,none,yes,bad,12/1996,yes
"Lafourche, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,,'male single',none,4.0,'life insurance',,none,,2.0,,2.0,yes,yes,bad,12/1996,yes
"Rapides, LA",Louisiana,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",<1,2.0,'male single',none,3.0,'life insurance',,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,bad,12/1996,yes
"Red River, LA",Louisiana,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,,none,2.0,'real estate',"(30.0, 40.0]",none,own,1.0,'unskilled resident',2.0,none,yes,good,12/1996,yes
"Richland, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",,furniture/equipment,"(500.0, 1000.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,2.0,car,"(30.0, 40.0]",stores,own,1.0,skilled,1.0,,no,good,12/1996,no
"St. Charles, LA",Louisiana,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,2.0,'male single',none,,'real estate',"(40.0, 50.0]",none,own,3.0,'unskilled resident',2.0,,no,good,12/1996,no
"St. John the Baptist, LA",Louisiana,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,,"[0.01, 100.0)",<1,4.0,'female div/dep/mar',,1.0,'life insurance',"(40.0, 50.0]",none,rent,,skilled,1.0,none,yes,good,12/1996,yes
"St. Martin, LA",Louisiana,"(0.01, 1000.0]","(36.0, 48.0]",'no credits/all paid','new car',"(7500.0, 10000.0]","[500.0, 1000.0)",<1,1.0,'female div/dep/mar',none,1.0,,"(20.0, 30.0]",none,own,2.0,skilled,,none,yes,good,12/1996,yes
"St. Martin, LA",Louisiana,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid',furniture/equipment,"(2500.0, 5000.0]","[500.0, 1000.0)",<1,4.0,'male single',,4.0,'no known property',"(20.0, 30.0]",none,'for free',1.0,skilled,2.0,yes,no,good,12/1996,no
"St. Tammany, LA",Louisiana,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',,"(2500.0, 5000.0]","[0.0, 0.01)",unemployed,4.0,'male single',none,4.0,'no known property',,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,1,good,12/1996,1
"Tangipahoa, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,4.0,'male mar/wid','co applicant',1.0,'life insurance',,none,own,1.0,'unskilled resident',2.0,none,no,good,12/1996,no
"Terrebonne, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",,2.0,'male single',,4.0,car,"(30.0, 40.0]",none,own,2.0,skilled,1.0,none,1,good,12/1996,1
"Union, LA",Louisiana,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',business,"(2500.0, 5000.0]","[0.01, 100.0)",unemployed,3.0,'male mar/wid',none,3.0,car,"(30.0, 40.0]",none,own,3.0,'unemp/unskilled non res',2.0,yes,yes,bad,12/1996,yes
"Vernon, LA",Louisiana,"(-10000.0, -1000.0]","(24.0, 36.0]",'delayed previously',business,"(1000.0, 2500.0]","[0.01, 100.0)",4<=X<7,2.0,'male single',none,1.0,car,"(20.0, 30.0]",none,own,2.0,,1.0,yes,no,good,12/1996,no
"Washington, LA",Louisiana,"(-0.01, 0.01]","(12.0, 24.0]",,,"(2500.0, 5000.0]","[0.0, 0.01)",,,'female div/dep/mar',none,4.0,,"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,bad,12/1996,yes
"Orleans, LA",Louisiana,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid',furniture/equipment,"(10000.0, 12500.0]","[0.0, 0.01)",unemployed,,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",none,own,2.0,'high qualif/self emp/mgmt',,yes,no,good,12/1996,no
"Barnstable, MA",Massachusetts,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'female div/dep/mar',guarantor,4.0,'life insurance',"(20.0, 30.0]",none,own,,skilled,1.0,yes,yes,good,12/1996,yes
"Berkshire, MA",Massachusetts,"(-10000.0, -1000.0]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[1000.0, 2500.0)",>=7,4.0,'female div/dep/mar',none,4.0,'life insurance',"(50.0, 60.0]",none,rent,2.0,'high qualif/self emp/mgmt',1.0,yes,1,good,12/1996,1
"Bristol, MA",Massachusetts,"(1000.0, 10000.0]","(24.0, 36.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,'life insurance',"(40.0, 50.0]",stores,,2.0,'unskilled resident',1.0,none,yes,bad,12/1996,yes
"Essex, MA",Massachusetts,"(0.01, 1000.0]","(0.0, 12.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,2.0,'male single',none,4.0,'real estate',,none,own,3.0,'unskilled resident',1.0,none,no,good,12/1996,no
"Hampden, MA",Massachusetts,"(-10000.0, -1000.0]","(24.0, 36.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.01, 100.0)",,3.0,'male single',none,2.0,car,"(40.0, 50.0]",none,own,1.0,'unskilled resident',1.0,,no,bad,12/1996,no
"Hampden, MA",Massachusetts,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',,"(2500.0, 5000.0]","[100.0, 500.0)",>=7,4.0,'male single',none,4.0,'no known property',"(20.0, 30.0]",,'for free',1.0,skilled,1.0,none,yes,bad,12/1996,yes
"Middlesex, MA",Massachusetts,"(-0.01, 0.01]","(0.0, 12.0]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,2.0,'male mar/wid',none,2.0,'real estate',"(20.0, 30.0]",none,rent,2.0,skilled,1.0,none,yes,good,12/1996,yes
"Middlesex, MA",Massachusetts,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously','new car',"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,1.0,'male div/sep',none,4.0,'life insurance',"(40.0, 50.0]",none,own,2.0,skilled,1.0,none,no,good,12/1996,no
"Norfolk, MA",Massachusetts,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,2.0,'no known property',"(20.0, 30.0]",none,own,1.0,skilled,,none,no,good,12/1996,no
"Norfolk, MA",Massachusetts,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,3.0,'male single',none,2.0,car,"(30.0, 40.0]",,own,2.0,skilled,1.0,yes,no,good,12/1996,no
"Norfolk, MA",Massachusetts,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',repairs,,"[0.0, 0.01)",,3.0,'male mar/wid',none,1.0,'life insurance',"(20.0, 30.0]",,,1.0,'unskilled resident',1.0,none,no,bad,12/1996,no
"Suffolk, MA",Massachusetts,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,1.0,car,"(20.0, 30.0]",none,,1.0,skilled,1.0,none,1,good,12/1996,1
"Worcester, MA",Massachusetts,"(0.01, 1000.0]","(24.0, 36.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[500.0, 1000.0)",1<=X<4,4.0,'male single',none,2.0,'life insurance',"(20.0, 30.0]",,own,2.0,'unskilled resident',1.0,none,yes,good,12/1996,yes
"Anne Arundel, MD",Maryland,"(-0.01, 0.01]","(12.0, 24.0]",,,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,4.0,'female div/dep/mar',,,,"(50.0, 60.0]",bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,1,good,01/1997,1
"Baltimore, MD",Maryland,"(-0.01, 0.01]","(36.0, 48.0]",'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,2.0,'male mar/wid',none,4.0,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,yes,yes,bad,01/1997,yes
"Carroll, MD",Maryland,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,'male single',none,2.0,'real estate',"(30.0, 40.0]",none,own,2.0,'unskilled resident',2.0,none,yes,bad,01/1997,yes
"Charles, MD",Maryland,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',repairs,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,,'male single',guarantor,2.0,'real estate',"(20.0, 30.0]",,own,1.0,skilled,1.0,none,yes,good,01/1997,yes
"Frederick, MD",Maryland,,,,,,,,,,,,,,,,,,,,,,01/1997,
"Montgomery, MD",Maryland,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','new car',"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,1.0,'male single',none,4.0,'life insurance',"(40.0, 50.0]",none,,1.0,'unskilled resident',2.0,,yes,good,01/1997,yes
"Prince George's, MD",Maryland,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,1.0,'female div/dep/mar','co applicant',4.0,'no known property',"(20.0, 30.0]",none,rent,2.0,'unemp/unskilled non res',1.0,none,1,good,01/1997,1
"Talbot, MD",Maryland,"(-10000.0, -1000.0]","(48.0, 60.0]",'existing paid',business,,"[0.0, 0.01)",>=7,,'male single','co applicant',4.0,'no known property',,none,rent,1.0,skilled,1.0,none,yes,bad,01/1997,yes
"Baltimore city, MD",Maryland,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit',,,"[0.0, 0.01)",1<=X<4,,'female div/dep/mar',none,2.0,car,"(30.0, 40.0]",none,own,1.0,skilled,1.0,yes,1,bad,01/1997,1
"Somerset, ME",Maine,"(1000.0, 10000.0]","(12.0, 24.0]",'existing paid',radio/tv,,"[500.0, 1000.0)",1<=X<4,3.0,'female div/dep/mar',none,3.0,,"(50.0, 60.0]",none,own,1.0,'unskilled resident',1.0,none,no,good,01/1997,no
"Berrien, MI",Michigan,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,2.0,'female div/dep/mar',guarantor,,'real estate',"(60.0, 70.0]",none,own,1.0,,1.0,none,no,good,01/1997,no
"Genesee, MI",Michigan,"(0.01, 1000.0]","(12.0, 24.0]",'delayed previously',business,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,2.0,'life insurance',"(40.0, 50.0]",none,own,2.0,skilled,1.0,none,yes,good,01/1997,yes
"Huron, MI",Michigan,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously','new car',"(2500.0, 5000.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,car,"(40.0, 50.0]",none,own,2.0,'unskilled resident',2.0,none,1,bad,01/1997,1
"Ingham, MI",Michigan,"(0.01, 1000.0]","(12.0, 24.0]",'all paid','new car',"(1000.0, 2500.0]","[100.0, 500.0)",1<=X<4,2.0,'male mar/wid',none,,'life insurance',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,1,good,01/1997,1
"Jackson, MI",Michigan,"(0.01, 1000.0]","(24.0, 36.0]",'critical/other existing credit',furniture/equipment,"(7500.0, 10000.0]","[0.01, 100.0)",4<=X<7,2.0,'male single',none,2.0,'life insurance',"(40.0, 50.0]",none,own,1.0,skilled,1.0,none,yes,good,01/1997,yes
"Kent, MI",Michigan,"(-0.01, 0.01]","(36.0, 48.0]",'existing paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",unemployed,3.0,'male single',,2.0,car,"(30.0, 40.0]",bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,01/1997,yes
