state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
Pennsylvania,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',>=7,?,'male single',none,4,'real estate','(60.0, 70.0]',none,own,2,skilled,1,yes,no,bad,05/1994,no
Illinois,'(-0.01, 0.01]','(12.0, 24.0]',?,furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'female div/dep/mar',none,4,car,'(10.0, 20.0]',none,rent,1,skilled,1,none,no,bad,09/1996,no
Illinois,'(-10000.0, -7500.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',<1,4,?,none,1,car,'(20.0, 30.0]',stores,own,1,skilled,1,?,yes,bad,09/1996,yes
Illinois,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,2,'male single',none,4,'life insurance','(40.0, 50.0]',stores,own,1,skilled,1,none,yes,bad,09/1996,yes
Illinois,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',business,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,3,'male single',none,2,?,'(30.0, 40.0]',none,own,2,skilled,1,none,yes,good,09/1996,yes
Illinois,'(-1000.0, -500.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(500.0, 1000.0]','[50.0, 100.0)',>=7,4,'female div/dep/mar',none,4,'life insurance','(20.0, 30.0]',none,?,1,skilled,1,none,yes,bad,09/1996,yes
Illinois,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',furniture/equipment,?,'[0.0, 0.01)',4<=X<7,2,'female div/dep/mar',none,4,car,'(30.0, 40.0]',none,?,2,skilled,?,yes,no,bad,09/1996,no
Illinois,'(5000.0, 7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.01, 20.0)',>=7,1,'male single',none,4,'real estate','(40.0, 50.0]',none,own,2,skilled,2,none,no,bad,09/1996,no
Illinois,'(-50.0, -20.0]','(12.0, 24.0]','critical/other existing credit',business,?,'[100.0, 500.0)',4<=X<7,?,'male single',none,?,'real estate','(20.0, 30.0]',none,own,2,skilled,1,yes,yes,good,09/1996,yes
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','domestic appliance','(500.0, 1000.0]','[0.0, 0.01)',<1,4,'female div/dep/mar',none,1,'real estate','(20.0, 30.0]',none,own,1,skilled,1,none,no,good,09/1996,no
Illinois,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',furniture/equipment,?,'[0.0, 0.01)',1<=X<4,2,'male single','co applicant',2,'life insurance','(20.0, 30.0]',none,own,1,'unskilled resident',2,none,yes,bad,09/1996,yes
Illinois,'(50.0, 100.0]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[5000.0, 7500.0)',1<=X<4,4,'female div/dep/mar',none,?,car,'(30.0, 40.0]',none,?,2,skilled,1,none,no,good,10/1996,no
Illinois,'(-1000.0, -500.0]','(12.0, 24.0]','all paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',<1,3,'male single','co applicant',4,'no known property','(30.0, 40.0]',bank,'for free',1,'high qualif/self emp/mgmt',1,yes,no,bad,10/1996,no
Illinois,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,'male single',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,none,no,good,10/1996,no
Illinois,'(-10000.0, -7500.0]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[50.0, 100.0)',<1,3,'male single',none,2,'no known property','(20.0, 30.0]',none,'for free',?,?,1,yes,yes,good,10/1996,yes
Illinois,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',4<=X<7,2,'male single',none,3,'life insurance','(30.0, 40.0]',none,own,2,skilled,1,none,no,good,10/1996,no
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','used car','(7500.0, 10000.0]','[0.0, 0.01)',4<=X<7,3,'male single',none,3,car,'(30.0, 40.0]',none,own,1,?,1,yes,yes,good,10/1996,yes
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','used car','(7500.0, 10000.0]','[0.0, 0.01)',1<=X<4,2,'male div/sep',none,4,'no known property','(40.0, 50.0]',none,'for free',1,skilled,1,yes,yes,good,10/1996,yes
Illinois,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'real estate','(30.0, 40.0]',none,own,2,skilled,1,?,no,bad,10/1996,no
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',unemployed,4,'female div/dep/mar',none,4,car,'(60.0, 70.0]',none,own,?,'unemp/unskilled non res',1,?,yes,good,10/1996,yes
Illinois,'(20.0, 50.0]','(12.0, 24.0]','existing paid',?,'(2500.0, 5000.0]','[0.01, 20.0)',4<=X<7,3,'male div/sep',none,3,car,?,none,own,?,skilled,?,yes,no,bad,10/1996,no
Illinois,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',?,'(500.0, 1000.0]','[0.01, 20.0)',<1,4,'female div/dep/mar',none,4,'life insurance','(50.0, 60.0]',none,own,1,skilled,1,none,yes,bad,10/1996,yes
Illinois,'(100.0, 500.0]','(12.0, 24.0]','critical/other existing credit',?,'(2500.0, 5000.0]','[0.0, 0.01)',?,4,'male single',none,3,?,'(30.0, 40.0]',none,own,2,skilled,2,yes,yes,bad,10/1996,yes
Indiana,'(-0.01, 0.01]',?,'existing paid',?,'(15000.0, 20000.0]','[0.0, 0.01)',1<=X<4,2,'male single',?,2,car,'(20.0, 30.0]',none,own,1,skilled,1,yes,yes,bad,10/1996,yes
Indiana,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','new car','(5000.0, 7500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,car,'(30.0, 40.0]',none,own,2,'high qualif/self emp/mgmt',1,yes,yes,good,10/1996,yes
Indiana,'(-0.01, 0.01]','(24.0, 36.0]','all paid',?,'(7500.0, 10000.0]','[0.0, 0.01)',<1,3,'male single',guarantor,4,'real estate','(30.0, 40.0]',bank,rent,2,skilled,2,yes,yes,good,10/1996,yes
Indiana,'(-10000.0, -7500.0]','(24.0, 36.0]','critical/other existing credit',business,'(1000.0, 2500.0]','[50.0, 100.0)',>=7,4,'male single',none,4,car,'(40.0, 50.0]',stores,own,?,'high qualif/self emp/mgmt',2,yes,yes,good,10/1996,yes
Indiana,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,?,car,?,none,?,2,skilled,1,yes,no,bad,10/1996,no
Indiana,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'male single',none,4,'life insurance','(30.0, 40.0]',bank,own,2,'unskilled resident',1,none,yes,bad,10/1996,yes
Indiana,'(50.0, 100.0]','(24.0, 36.0]','critical/other existing credit','used car','(5000.0, 7500.0]','[20.0, 50.0)',1<=X<4,3,'male single',none,4,car,'(30.0, 40.0]',none,own,2,skilled,1,yes,yes,bad,10/1996,yes
Indiana,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,?,none,3,'life insurance','(20.0, 30.0]',none,own,2,skilled,1,yes,yes,bad,10/1996,yes
Indiana,'(-0.01, 0.01]','(24.0, 36.0]',?,'used car','(7500.0, 10000.0]','[0.0, 0.01)',?,3,'male single',none,?,car,'(30.0, 40.0]',stores,own,?,'high qualif/self emp/mgmt',2,yes,no,good,10/1996,no
Indiana,'(-5000.0, -2500.0]','(12.0, 24.0]',?,radio/tv,'(2500.0, 5000.0]','[20.0, 50.0)',<1,4,'female div/dep/mar',?,4,?,'(20.0, 30.0]',none,rent,1,'high qualif/self emp/mgmt',1,yes,no,bad,10/1996,no
Indiana,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',?,?,'[0.0, 0.01)',?,3,'female div/dep/mar',none,2,'life insurance','(30.0, 40.0]',none,?,1,skilled,1,none,yes,good,10/1996,yes
Indiana,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',?,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,1,?,none,4,'real estate',?,bank,rent,1,'unskilled resident',1,none,yes,bad,10/1996,yes
Indiana,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,2,?,'co applicant',3,car,'(40.0, 50.0]',none,?,1,skilled,1,none,no,good,10/1996,no
Indiana,'(-10000.0, -7500.0]',?,'critical/other existing credit','new car','(2500.0, 5000.0]','[20.0, 50.0)',>=7,2,'male single',guarantor,4,'life insurance','(40.0, 50.0]',bank,rent,1,?,1,yes,no,good,10/1996,no
Indiana,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','new car','(2500.0, 5000.0]','[0.0, 0.01)',<1,2,'male div/sep',none,4,'real estate','(40.0, 50.0]',none,own,2,skilled,1,yes,no,bad,10/1996,no
Kansas,'(-0.01, 0.01]',?,'critical/other existing credit','used car',?,'[0.0, 0.01)',>=7,2,'male single',none,4,?,'(40.0, 50.0]',?,?,2,skilled,1,none,yes,good,10/1996,yes
Kansas,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male mar/wid',?,2,'real estate','(30.0, 40.0]',none,rent,?,skilled,1,yes,no,good,10/1996,no
Kansas,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,?,'[0.0, 0.01)',>=7,4,'male single',none,1,'real estate','(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,10/1996,yes
Kansas,'(-5000.0, -2500.0]',?,?,radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,2,'male single',none,2,'real estate','(10.0, 20.0]',none,rent,1,'high qualif/self emp/mgmt',2,?,no,good,10/1996,no
Kentucky,'(-10000.0, -7500.0]','(12.0, 24.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',4<=X<7,2,'male single','co applicant',2,'real estate','(20.0, 30.0]',none,own,1,'unskilled resident',1,none,no,good,11/1996,no
Kentucky,'(100.0, 500.0]','(24.0, 36.0]','existing paid',education,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,2,'male mar/wid',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,none,yes,good,11/1996,yes
Kentucky,'(-0.01, 0.01]','(12.0, 24.0]','delayed previously','used car','(2500.0, 5000.0]','[0.0, 0.01)',<1,1,'female div/dep/mar',none,2,'life insurance',?,none,own,2,'unskilled resident',1,none,no,good,11/1996,no
Kentucky,'(100.0, 500.0]','(0.0, 12.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,1,'female div/dep/mar',none,2,'real estate','(30.0, 40.0]',none,own,1,'unskilled resident',1,none,no,bad,11/1996,no
Kentucky,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,4,'real estate','(30.0, 40.0]',none,own,2,skilled,1,none,no,bad,11/1996,no
Kentucky,'(50.0, 100.0]',?,'critical/other existing credit',furniture/equipment,'(2500.0, 5000.0]','[50.0, 100.0)',<1,2,?,none,4,car,'(20.0, 30.0]',bank,?,1,'unskilled resident',1,none,yes,good,11/1996,yes
Kentucky,'(100.0, 500.0]','(24.0, 36.0]',?,radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,?,'female div/dep/mar',none,4,car,'(20.0, 30.0]',none,own,1,skilled,1,none,yes,bad,11/1996,yes
Kentucky,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',business,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,1,'male div/sep',none,2,'real estate','(20.0, 30.0]',none,?,1,?,1,yes,yes,good,11/1996,yes
Kentucky,'(-0.01, 0.01]','(12.0, 24.0]','all paid',business,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,2,?,'(30.0, 40.0]',none,rent,1,skilled,1,yes,yes,bad,11/1996,yes
Kentucky,'(-0.01, 0.01]','(36.0, 48.0]','no credits/all paid',other,'(15000.0, 20000.0]','[0.0, 0.01)',1<=X<4,1,'female div/dep/mar',none,2,'life insurance','(30.0, 40.0]',bank,own,1,'high qualif/self emp/mgmt',?,yes,yes,good,11/1996,yes
Kentucky,'(-0.01, 0.01]',?,'existing paid','used car','(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,1,'male single','co applicant',2,'real estate','(30.0, 40.0]',none,own,1,skilled,2,none,no,bad,11/1996,no
Kentucky,'(-2500.0, -1000.0]','(0.0, 12.0]','existing paid','new car','(12500.0, 15000.0]','[20.0, 50.0)',>=7,1,'male single',none,4,'no known property','(60.0, 70.0]',bank,own,1,'high qualif/self emp/mgmt',1,?,no,good,11/1996,no
Kentucky,'(-10000.0, -7500.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[100.0, 500.0)',unemployed,?,'male div/sep',none,1,'life insurance','(30.0, 40.0]',none,own,1,skilled,?,none,yes,good,11/1996,yes
Kentucky,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',furniture/equipment,'(2500.0, 5000.0]','[50.0, 100.0)',>=7,4,?,none,2,'life insurance','(30.0, 40.0]',none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good,11/1996,yes
Kentucky,'(-0.01, 0.01]',?,'critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,2,'no known property','(20.0, 30.0]',none,own,2,?,1,none,no,bad,11/1996,no
Kentucky,'(-0.01, 0.01]',?,'delayed previously',radio/tv,'(12500.0, 15000.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,1,car,'(30.0, 40.0]',none,own,1,?,1,yes,no,bad,11/1996,no
Kentucky,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.01, 20.0)',<1,3,'female div/dep/mar',none,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,good,11/1996,yes
Kentucky,'(50.0, 100.0]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[50.0, 100.0)',4<=X<7,3,?,none,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,2,yes,no,bad,11/1996,no
Kentucky,'(-1000.0, -500.0]','(12.0, 24.0]','all paid',furniture/equipment,'(5000.0, 7500.0]','[0.0, 0.01)',<1,2,'male div/sep',none,1,'life insurance',?,bank,own,1,skilled,1,yes,no,bad,11/1996,no
Kentucky,'(-500.0, -100.0]','(0.0, 12.0]','all paid',?,'(500.0, 1000.0]','[20.0, 50.0)',<1,4,'male single',?,2,car,'(40.0, 50.0]',bank,own,2,skilled,1,yes,yes,bad,11/1996,yes
Kentucky,'(-500.0, -100.0]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(1000.0, 2500.0]','[20.0, 50.0)',<1,4,?,none,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,good,11/1996,yes
Kentucky,'(-7500.0, -5000.0]',?,'existing paid','used car','(10000.0, 12500.0]','[50.0, 100.0)',4<=X<7,4,'male single',none,4,'no known property','(30.0, 40.0]',stores,'for free',?,skilled,2,yes,yes,bad,11/1996,yes
Kentucky,'(-0.01, 0.01]',?,'existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,?,'male single',none,4,car,'(50.0, 60.0]',none,own,?,skilled,1,yes,yes,good,11/1996,yes
Kentucky,'(-7500.0, -5000.0]','(0.0, 12.0]','delayed previously','new car',?,'[50.0, 100.0)',1<=X<4,4,'male single',none,2,'real estate','(40.0, 50.0]',none,own,2,?,2,none,no,good,11/1996,no
Kentucky,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',furniture/equipment,?,'[20.0, 50.0)',<1,4,'male single','co applicant',1,'life insurance','(20.0, 30.0]',?,?,1,'unskilled resident',1,none,no,bad,11/1996,no
Kentucky,'(50.0, 100.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.01, 20.0)',<1,4,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,?,yes,bad,11/1996,yes
Kentucky,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,3,'male single',none,1,'real estate','(20.0, 30.0]',none,own,2,skilled,1,none,yes,good,11/1996,yes
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit',?,?,'[0.0, 0.01)',>=7,4,'male single',none,4,'life insurance','(40.0, 50.0]',none,own,?,skilled,2,yes,no,good,11/1996,no
Louisiana,'(-10000.0, -7500.0]',?,'existing paid',?,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'female div/dep/mar',?,1,car,'(20.0, 30.0]',bank,own,1,skilled,1,none,yes,good,11/1996,yes
Louisiana,'(100.0, 500.0]','(24.0, 36.0]','delayed previously',radio/tv,'(1000.0, 2500.0]','[100.0, 500.0)',<1,?,'male single',none,3,'no known property','(20.0, 30.0]',?,?,2,'high qualif/self emp/mgmt',1,none,yes,bad,11/1996,yes
Louisiana,'(5000.0, 7500.0]','(0.0, 12.0]','existing paid',radio/tv,'(500.0, 1000.0]','[50.0, 100.0)',1<=X<4,3,'female div/dep/mar',none,2,?,'(20.0, 30.0]',none,?,1,'unskilled resident',1,none,yes,good,12/1996,yes
Louisiana,'(50.0, 100.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',<1,4,?,none,3,car,'(20.0, 30.0]',none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good,12/1996,yes
Louisiana,'(100.0, 500.0]','(48.0, 60.0]','existing paid',?,'(5000.0, 7500.0]','[50.0, 100.0)',1<=X<4,4,'male single',none,4,?,'(40.0, 50.0]',none,'for free',1,skilled,1,none,yes,bad,12/1996,yes
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','used car','(5000.0, 7500.0]','[0.0, 0.01)',1<=X<4,?,'male single',none,4,'life insurance',?,none,?,2,?,2,yes,yes,bad,12/1996,yes
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',<1,2,'male single',none,3,'life insurance',?,none,own,1,'high qualif/self emp/mgmt',2,yes,yes,bad,12/1996,yes
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,?,?,none,2,'real estate','(30.0, 40.0]',none,own,1,'unskilled resident',2,none,yes,good,12/1996,yes
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]',?,furniture/equipment,'(500.0, 1000.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,2,car,'(30.0, 40.0]',stores,own,1,skilled,1,?,no,good,12/1996,no
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,2,'male single',none,?,'real estate','(40.0, 50.0]',none,own,3,'unskilled resident',2,?,no,good,12/1996,no
Louisiana,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',furniture/equipment,?,'[20.0, 50.0)',<1,4,'female div/dep/mar',?,1,'life insurance','(40.0, 50.0]',none,rent,?,skilled,1,none,yes,good,12/1996,yes
Louisiana,'(50.0, 100.0]','(36.0, 48.0]','no credits/all paid','new car','(7500.0, 10000.0]','[500.0, 1000.0)',<1,1,'female div/dep/mar',none,1,?,'(20.0, 30.0]',none,own,2,skilled,?,none,yes,good,12/1996,yes
Louisiana,'(-2500.0, -1000.0]','(12.0, 24.0]','all paid',furniture/equipment,'(2500.0, 5000.0]','[500.0, 1000.0)',<1,4,'male single',?,4,'no known property','(20.0, 30.0]',none,'for free',1,skilled,2,yes,no,good,12/1996,no
Louisiana,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',?,'(2500.0, 5000.0]','[0.0, 0.01)',unemployed,4,'male single',none,4,'no known property',?,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,12/1996,yes
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',<1,4,'male mar/wid','co applicant',1,'life insurance',?,none,own,1,'unskilled resident',2,none,no,good,12/1996,no
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',?,2,'male single',?,4,car,'(30.0, 40.0]',none,own,2,skilled,1,none,yes,good,12/1996,yes
Louisiana,'(100.0, 500.0]','(12.0, 24.0]','critical/other existing credit',business,'(2500.0, 5000.0]','[0.01, 20.0)',unemployed,3,'male mar/wid',none,3,car,'(30.0, 40.0]',none,own,3,'unemp/unskilled non res',2,yes,yes,bad,12/1996,yes
Louisiana,'(-5000.0, -2500.0]','(24.0, 36.0]','delayed previously',business,'(1000.0, 2500.0]','[20.0, 50.0)',4<=X<7,2,'male single',none,1,car,'(20.0, 30.0]',none,own,2,?,1,yes,no,good,12/1996,no
Louisiana,'(-0.01, 0.01]','(12.0, 24.0]',?,?,'(2500.0, 5000.0]','[0.0, 0.01)',?,?,'female div/dep/mar',none,4,?,'(20.0, 30.0]',none,rent,1,skilled,1,none,yes,bad,12/1996,yes
Louisiana,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',furniture/equipment,'(10000.0, 12500.0]','[0.0, 0.01)',unemployed,?,'female div/dep/mar',none,2,car,'(20.0, 30.0]',none,own,2,'high qualif/self emp/mgmt',?,yes,no,good,12/1996,no
Massachusetts,'(-10000.0, -7500.0]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'female div/dep/mar',guarantor,4,'life insurance','(20.0, 30.0]',none,own,?,skilled,1,yes,yes,good,12/1996,yes
Massachusetts,'(-7500.0, -5000.0]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[1000.0, 2500.0)',>=7,4,'female div/dep/mar',none,4,'life insurance','(50.0, 60.0]',none,rent,2,'high qualif/self emp/mgmt',1,yes,yes,good,12/1996,yes
Massachusetts,'(2500.0, 5000.0]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,?,none,4,'life insurance','(40.0, 50.0]',stores,?,2,'unskilled resident',1,none,yes,bad,12/1996,yes
Massachusetts,'(100.0, 500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.01, 20.0)',>=7,2,'male single',none,4,'real estate',?,none,own,3,'unskilled resident',1,none,no,good,12/1996,no
Massachusetts,'(-7500.0, -5000.0]','(24.0, 36.0]','existing paid','new car','(2500.0, 5000.0]','[20.0, 50.0)',?,3,'male single',none,2,car,'(40.0, 50.0]',none,own,1,'unskilled resident',1,?,no,bad,12/1996,no
Massachusetts,'(100.0, 500.0]','(12.0, 24.0]','existing paid',?,'(2500.0, 5000.0]','[100.0, 500.0)',>=7,4,'male single',none,4,'no known property','(20.0, 30.0]',?,'for free',1,skilled,1,none,yes,bad,12/1996,yes
Massachusetts,'(-0.01, 0.01]','(0.0, 12.0]',?,radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,2,'male mar/wid',none,2,'real estate','(20.0, 30.0]',none,rent,2,skilled,1,none,yes,good,12/1996,yes
Massachusetts,'(100.0, 500.0]','(12.0, 24.0]','delayed previously','new car','(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,1,'male div/sep',none,4,'life insurance','(40.0, 50.0]',none,own,2,skilled,1,none,no,good,12/1996,no
Massachusetts,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,3,'male single',none,2,'no known property','(20.0, 30.0]',none,own,1,skilled,?,none,no,good,12/1996,no
Massachusetts,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,3,'male single',none,2,car,'(30.0, 40.0]',?,own,2,skilled,1,yes,no,good,12/1996,no
Massachusetts,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',repairs,?,'[0.0, 0.01)',?,3,'male mar/wid',none,1,'life insurance','(20.0, 30.0]',?,?,1,'unskilled resident',1,none,no,bad,12/1996,no
Massachusetts,'(50.0, 100.0]','(24.0, 36.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'female div/dep/mar',none,1,car,'(20.0, 30.0]',none,?,1,skilled,1,none,yes,good,12/1996,yes
Massachusetts,'(100.0, 500.0]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[500.0, 1000.0)',1<=X<4,4,'male single',none,2,'life insurance','(20.0, 30.0]',?,own,2,'unskilled resident',1,none,yes,good,12/1996,yes
Maryland,'(-0.01, 0.01]','(12.0, 24.0]',?,?,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,4,'female div/dep/mar',?,?,?,'(50.0, 60.0]',bank,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good,01/1997,yes
Maryland,'(-0.01, 0.01]','(36.0, 48.0]','existing paid',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',4<=X<7,2,'male mar/wid',none,4,'life insurance','(20.0, 30.0]',none,rent,1,skilled,1,yes,yes,bad,01/1997,yes
Maryland,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit','new car','(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,1,'male single',none,2,'real estate','(30.0, 40.0]',none,own,2,'unskilled resident',2,none,yes,bad,01/1997,yes
